ポケモンタイプのみ強さランキング

単タイプのみでのランキング
Final Type Rankings:
176   Electric/Fire/Water            0.001106
177   Ground/Ice/Rock                0.001105
178   Fire/Ice/Water                 0.001105
179   Dark/Fairy/Ghost               0.001105
180   Electric/Fairy/Flying          0.001104
181   Fire/Psychic/Water             0.001104
182   Dark/Ground/Ice                0.001104
183   Fighting/Ghost/Normal          0.001104
184   Fire/Water                     0.001103
185   Fire/Ghost/Grass               0.001103
186   Flying/Ground/Psychic          0.001102
187   Fighting/Psychic/Water         0.001102
188   Ghost/Ice/Water                0.001102
189   Bug/Ground/Normal              0.001101
190   Fairy/Rock/Water               0.001101
191   Ice/Poison/Water               0.001100
192   Dark/Ghost/Poison              0.001100
193   Fairy/Normal/Water             0.001100
194   Bug/Fairy/Water                0.001100
195   Bug/Dark/Ground                0.001097
196   Dragon/Fighting/Fire           0.001097
197   Ground/Normal/Poison           0.001097
198   Fairy/Psychic/Water            0.001097
199   Fighting/Fire/Steel            0.001097
200   Ground/Ice/Normal              0.001097
201   Fairy/Water                    0.001096
202   Fighting/Flying/Water          0.001096
203   Electric/Grass/Water           0.001095
204   Fighting/Flying/Psychic        0.001095
205   Fairy/Fire/Psychic             0.001095
206   Fairy/Grass/Ground             0.001095
207   Fire/Ground/Poison             0.001093
208   Ghost/Normal/Steel             0.001093
209   Ground/Normal/Water            0.001093
210   Electric/Ground                0.001092
211   Bug/Ground/Psychic             0.001091
212   Fairy/Grass/Steel              0.001091
213   Dark/Electric/Ground           0.001091
214   Fire/Steel/Water               0.001091
215   Dragon/Ghost/Steel             0.001090
216   Fighting/Ground/Poison         0.001090
217   Fairy/Fighting/Rock            0.001089
218   Fighting/Rock/Water            0.001089
219   Bug/Electric/Rock              0.001089
220   Fire/Normal/Water              0.001087
221   Dark/Electric/Fairy            0.001087
222   Ground/Poison                  0.001087
223   Electric/Grass/Ground          0.001086
224   Fairy/Grass/Rock               0.001086
225   Fairy/Fighting/Psychic         0.001086
226   Bug/Fire/Steel                 0.001086
227   Psychic/Steel/Water            0.001086
228   Flying/Normal/Steel            0.001085
229   Fighting/Fire/Grass            0.001085
230   Fairy/Ghost                    0.001084
231   Electric/Ground/Normal         0.001084
232   Dark/Electric/Flying           0.001084
233   Electric/Ground/Psychic        0.001084
234   Dark/Fire/Ghost                0.001083
235   Fighting/Poison/Psychic        0.001083
236   Electric/Fighting/Fire         0.001082
237   Fighting/Steel                 0.001082
238   Fairy/Normal/Steel             0.001082
239   Grass/Poison/Rock              0.001081
240   Dragon/Ice/Water               0.001081
241   Dark/Poison/Psychic            0.001081
242   Ground/Rock/Steel              0.001081
243   Fairy/Fire/Grass               0.001080
244   Dark/Fighting/Ground           0.001080
245   Ghost/Grass/Water              0.001080
246   Dragon/Ground/Rock             0.001080
247   Dark/Ground/Water              0.001080
248   Fighting/Ground/Normal         0.001079
249   Bug/Ground                     0.001079
250   Flying/Grass/Rock              0.001079
251   Dragon/Rock/Water              0.001078
252   Dark/Fire/Psychic              0.001078
253   Fairy/Fighting/Flying          0.001077
254   Dragon/Electric/Water          0.001077
255   Flying/Psychic/Steel           0.001077
256   Fairy/Fire/Normal              0.001077
257   Fighting/Ice/Rock              0.001076
258   Ghost/Ground                   0.001075
259   Electric/Ghost/Water           0.001075
260   Electric/Grass/Rock            0.001075
261   Dragon/Fire/Steel              0.001075
262   Fairy/Flying/Water             0.001075
263   Ground/Psychic/Water           0.001075
264   Dragon/Poison/Water            0.001074
265   Electric/Ground/Poison         0.001074
266   Fighting/Fire                  0.001074
267   Ghost/Ground/Rock              0.001074
268   Dark/Fighting/Flying           0.001073
269   Fire/Grass/Poison              0.001073
270   Bug/Fighting/Steel             0.001072
271   Ground/Normal/Steel            0.001072
272   Ghost/Normal/Water             0.001072
273   Electric/Fairy/Steel           0.001072
274   Bug/Fire/Water                 0.001072
275   Steel/Water                    0.001070
276   Ground/Poison/Rock             0.001070
277   Bug/Fairy/Steel                0.001070
278   Fighting/Fire/Rock             0.001070
279   Electric/Fairy/Normal          0.001070
280   Dark/Flying/Poison             0.001069
281   Ground/Normal/Psychic          0.001069
282   Bug/Electric/Fighting          0.001069
283   Fighting/Ground                0.001068
284   Fire/Ground/Rock               0.001068
285   Grass/Ground/Poison            0.001067
286   Electric/Steel/Water           0.001067
287   Fire/Rock/Water                0.001067
288   Fairy/Fire                     0.001067
289   Ice/Psychic/Water              0.001067
290   Electric/Fire/Flying           0.001067
291   Electric/Flying/Ice            0.001067
292   Electric/Flying/Normal         0.001066
293   Fairy/Grass/Water              0.001066
294   Grass/Ice/Water                0.001066
295   Dark/Poison                    0.001066
296   Dark/Ghost/Water               0.001066
297   Electric/Fairy/Psychic         0.001065
298   Fire/Flying/Water              0.001065
299   Electric/Water                 0.001065
300   Fighting/Rock/Steel            0.001065
301   Dark/Fire/Grass                0.001065
302   Fighting/Fire/Normal           0.001065
303   Bug/Ghost/Rock                 0.001065
304   Fairy/Rock/Steel               0.001065
305   Flying/Grass/Water             0.001064
306   Dark/Fighting/Psychic          0.001063
307   Ground/Rock/Water              0.001063
308   Electric/Fairy/Ice             0.001063
309   Bug/Electric/Fairy             0.001063
310   Bug/Fighting/Ground            0.001063
311   Dark/Fighting/Steel            0.001062
312   Flying/Ghost/Rock              0.001062
313   Electric/Fighting/Steel        0.001062
314   Fighting/Ghost                 0.001062
315   Fighting/Ice/Steel             0.001061
316   Dragon/Flying/Water            0.001061
317   Ice/Water                      0.001061
318   Ground/Psychic/Rock            0.001061
319   Electric/Ghost/Ice             0.001060
320   Bug/Fairy/Rock                 0.001060
321   Fire/Grass                     0.001060
322   Electric/Fairy                 0.001060
323   Dragon/Fire/Grass              0.001060
324   Flying/Grass/Steel             0.001060
325   Dragon/Electric/Ground         0.001059
326   Dark/Flying/Rock               0.001059
327   Grass/Rock/Steel               0.001059
328   Electric/Flying/Ghost          0.001059
329   Fighting/Psychic               0.001059
330   Ice/Steel/Water                0.001058
331   Fairy/Fire/Rock                0.001058
332   Fighting/Ice                   0.001058
333   Electric/Flying                0.001057
334   Electric/Fairy/Fire            0.001056
335   Fighting/Flying/Normal         0.001056
336   Dark/Fighting/Ghost            0.001056
337   Dark/Fairy/Fighting            0.001055
338   Dragon/Water                   0.001055
339   Dark/Ghost/Normal              0.001055
340   Fire/Grass/Ice                 0.001055
341   Fairy/Fire/Ice                 0.001054
342   Fire/Grass/Psychic             0.001054
343   Fighting/Rock                  0.001054
344   Flying/Ice/Water               0.001053
345   Dragon/Ground/Poison           0.001053
346   Poison/Psychic/Water           0.001052
347   Fire/Ghost/Normal              0.001052
348   Bug/Psychic/Rock               0.001052
349   Dark/Psychic/Steel             0.001052
350   Dragon/Ghost/Water             0.001052
351   Dark/Fairy/Psychic             0.001052
352   Bug/Poison/Water               0.001051
353   Fighting/Flying                0.001051
354   Fairy/Normal/Psychic           0.001051
355   Ghost/Grass/Ground             0.001051
356   Fighting/Ghost/Psychic         0.001051
357   Fairy/Flying/Ghost             0.001050
358   Dark/Flying/Water              0.001050
359   Fairy/Fighting/Ice             0.001050
360   Electric/Ghost/Normal          0.001050
361   Electric/Flying/Poison         0.001050
362   Fighting/Poison/Water          0.001050
363   Bug/Grass/Rock                 0.001049
364   Dragon/Fire/Ghost              0.001049
365   Bug/Dragon/Ground              0.001048
366   Ghost/Poison/Water             0.001048
367   Flying/Grass/Ground            0.001048
368   Fighting/Ice/Poison            0.001048
369   Dragon/Psychic/Steel           0.001048
370   Fire/Ghost/Ice                 0.001047
371   Dragon/Grass/Steel             0.001047
372   Bug/Ghost/Water                0.001047
373   Dragon/Steel                   0.001046
374   Grass/Rock                     0.001046
375   Fairy/Ghost/Rock               0.001045
376   Fighting/Grass/Steel           0.001045
377   Dark/Ground/Psychic            0.001044
378   Fire/Grass/Normal              0.001044
379   Bug/Rock                       0.001044
380   Poison/Steel/Water             0.001044
381   Dark/Ground                    0.001043
382   Fairy/Ghost/Poison             0.001043
383   Dark/Electric/Ghost            0.001043
384   Ghost/Rock/Water               0.001042
385   Fire/Flying/Rock               0.001042
386   Flying/Ice/Steel               0.001041
387   Flying/Poison/Rock             0.001041
388   Ghost/Rock/Steel               0.001040
389   Dark/Fire/Flying               0.001040
390   Dragon/Ghost/Ground            0.001039
391   Electric/Ground/Rock           0.001039
392   Fire/Poison/Water              0.001039
393   Dark/Electric/Fighting         0.001039
394   Fairy/Fire/Flying              0.001039
395   Fire/Ice/Psychic               0.001038
396   Ghost/Ice/Rock                 0.001038
397   Electric/Normal/Water          0.001038
398   Ground/Rock                    0.001038
399   Fairy/Poison/Psychic           0.001038
400   Electric/Fighting              0.001038
401   Ground/Normal                  0.001038
402   Fairy/Flying/Rock              0.001038
403   Ghost/Normal                   0.001038
404   Dragon/Fire/Psychic            0.001037
405   Dark/Ghost/Ice                 0.001037
406   Bug/Normal/Water               0.001037
407   Bug/Dragon/Water               0.001036
408   Electric/Fighting/Rock         0.001036
409   Flying/Poison/Water            0.001036
410   Ghost/Ice/Normal               0.001036
411   Dark/Steel/Water               0.001036
412   Normal/Poison/Water            0.001036
413   Fire/Ghost/Steel               0.001036
414   Bug/Fighting/Fire              0.001035
415   Flying/Psychic/Rock            0.001035
416   Dark/Fighting/Water            0.001035
417   Ground/Psychic                 0.001035
418   Ghost/Ice/Steel                0.001034
419   Fairy/Fighting/Normal          0.001034
420   Fighting/Ghost/Poison          0.001034
421   Dragon/Fire                    0.001034
422   Dark/Fairy                     0.001034
423   Flying/Ghost/Water             0.001033
424   Fighting/Water                 0.001033
425   Fighting/Flying/Poison         0.001033
426   Poison/Rock/Water              0.001033
427   Electric/Poison/Water          0.001033
428   Dark/Fairy/Flying              0.001032
429   Fighting/Poison/Steel          0.001032
430   Bug/Fighting/Water             0.001032
431   Poison/Water                   0.001032
432   Fire/Flying/Grass              0.001031
433   Flying/Rock                    0.001031
434   Flying/Normal/Water            0.001031
435   Fighting/Normal/Water          0.001030
436   Dark/Ground/Rock               0.001030
437   Dark/Ghost                     0.001030
438   Dark/Fighting/Ice              0.001030
439   Dark/Electric/Water            0.001030
440   Electric/Fairy/Rock            0.001030
441   Ice/Rock/Water                 0.001029
442   Electric/Psychic/Water         0.001029
443   Fire/Normal/Psychic            0.001029
444   Bug/Ice/Water                  0.001028
445   Dragon/Fire/Ice                0.001028
446   Dark/Ice/Poison                0.001028
447   Flying/Water                   0.001028
448   Dark/Dragon/Fire               0.001027
449   Dark/Ghost/Rock                0.001027
450   Dark/Fairy/Rock                0.001027
451   Electric/Fighting/Normal       0.001026
452   Ghost/Normal/Rock              0.001026
453   Dragon/Flying/Ground           0.001026
454   Bug/Dark/Water                 0.001026
455   Dragon/Fairy/Ghost             0.001025
456   Bug/Water                      0.001025
457   Fairy/Ice/Steel                0.001024
458   Grass/Ice/Rock                 0.001024
459   Electric/Ice/Psychic           0.001024
460   Psychic/Rock/Water             0.001023
461   Electric/Flying/Psychic        0.001023
462   Fire/Psychic/Steel             0.001023
463   Fairy/Psychic/Rock             0.001023
464   Dragon/Fire/Rock               0.001022
465   Bug/Electric/Steel             0.001022
466   Bug/Psychic/Water              0.001022
467   Bug/Dark/Rock                  0.001022
468   Bug/Dragon/Rock                0.001022
469   Dark/Fighting/Rock             0.001022
470   Dragon/Fighting/Rock           0.001021
471   Bug/Fire/Rock                  0.001021
472   Dragon/Fighting/Ground         0.001021
473   Ghost/Steel                    0.001021
474   Electric/Fighting/Grass        0.001021
475   Dragon/Fighting/Water          0.001021
476   Bug/Normal/Rock                0.001020
477   Fairy/Ghost/Ice                0.001020
478   Fighting/Grass/Ground          0.001019
479   Fairy/Fighting                 0.001019
480   Bug/Poison/Rock                0.001018
481   Fighting/Poison/Rock           0.001018
482   Grass/Psychic/Rock             0.001017
483   Fairy/Poison/Steel             0.001016
484   Ghost/Water                    0.001016
485   Fairy/Ghost/Grass              0.001016
486   Flying/Ice/Rock                0.001016
487   Bug/Fairy/Fire                 0.001015
488   Dragon/Fire/Flying             0.001015
489   Flying/Normal/Rock             0.001015
490   Bug/Electric/Ghost             0.001015
491   Ice/Psychic/Rock               0.001014
492   Dragon/Ground                  0.001014
493   Electric/Ice                   0.001014
494   Ghost/Grass/Steel              0.001014
495   Dragon/Normal/Water            0.001014
496   Dark/Flying/Ghost              0.001013
497   Electric/Fire/Ice              0.001013
498   Dragon/Fighting/Ice            0.001013
499   Bug/Electric/Normal            0.001013
500   Fairy/Fighting/Poison          0.001012
501   Ground                         0.001012
502   Fighting/Grass/Water           0.001012
503   Bug/Dark/Steel                 0.001012
504   Ground/Normal/Rock             0.001012
505   Bug/Fairy/Ghost                0.001012
506   Bug/Dark/Poison                0.001011
507   Dragon/Electric/Fairy          0.001011
508   Electric/Ghost/Grass           0.001011
509   Bug/Fighting/Psychic           0.001010
510   Fairy/Fire/Poison              0.001010
511   Bug/Flying/Steel               0.001010
512   Dragon/Ghost/Rock              0.001010
513   Dark/Fire                      0.001009
514   Bug/Flying/Rock                0.001009
515   Bug/Electric/Fire              0.001008
516   Fighting/Normal/Steel          0.001008
517   Dragon/Electric/Fire           0.001008
518   Dragon/Psychic/Water           0.001008
519   Dragon/Fairy/Rock              0.001008
520   Dark/Normal/Poison             0.001008
521   Rock/Steel/Water               0.001008
522   Dragon/Electric/Ice            0.001007
523   Dragon/Ground/Psychic          0.001007
524   Dark/Fire/Poison               0.001007
525   Dragon/Fire/Normal             0.001007
526   Normal/Psychic/Water           0.001006
527   Fire/Ghost                     0.001006
528   Dark/Grass/Poison              0.001006
529   Flying/Ghost/Normal            0.001005
530   Dark/Flying/Psychic            0.001004
531   Flying/Psychic/Water           0.001004
532   Fire/Flying/Ghost              0.001004
533   Dark/Electric/Poison           0.001004
534   Ghost/Ice/Poison               0.001003
535   Dragon/Ice/Steel               0.001003
536   Fire/Ice/Rock                  0.001003
537   Ghost/Ground/Psychic           0.001003
538   Psychic/Rock/Steel             0.001003
539   Fire/Psychic/Rock              0.001003
540   Dark/Ice/Water                 0.001002
541   Dragon/Poison/Steel            0.001002
542   Dark/Fairy/Normal              0.001002
543   Dragon/Ghost/Ice               0.001002
544   Dark/Fire/Ice                  0.001002
545   Bug/Fighting/Ghost             0.001002
546   Fighting/Normal/Rock           0.001001
547   Fighting/Ice/Normal            0.001001
548   Fire/Ice/Steel                 0.001001
549   Fire/Ghost/Rock                0.001001
550   Fairy/Rock                     0.001001
551   Fairy/Psychic                  0.001000
552   Electric/Rock/Water            0.000999
553   Dragon/Ground/Normal           0.000999
554   Rock/Water                     0.000999
555   Fairy/Ghost/Psychic            0.000999
556   Fighting/Ghost/Grass           0.000998
557   Grass/Ground/Normal            0.000998
558   Dragon/Electric/Steel          0.000998
559   Ghost/Ice                      0.000997
560   Bug/Ghost/Steel                0.000997
561   Bug/Dark/Fire                  0.000997
562   Dark/Fire/Steel                0.000997
563   Normal/Psychic/Steel           0.000996
564   Fairy/Flying/Poison            0.000996
565   Electric/Fire/Ghost            0.000996
566   Ghost/Rock                     0.000996
567   Dark/Poison/Steel              0.000995
568   Fire/Ice                       0.000995
569   Bug/Ice/Rock                   0.000994
570   Dark/Electric/Fire             0.000994
571   Fighting/Fire/Poison           0.000993
572   Fire/Psychic                   0.000993
573   Bug/Electric                   0.000992
574   Ice/Poison/Psychic             0.000992
575   Electric/Ghost/Steel           0.000992
576   Fighting/Grass/Ice             0.000992
577   Electric/Fairy/Poison          0.000991
578   Dark/Ground/Normal             0.000991
579   Fairy/Flying/Psychic           0.000991
580   Grass/Water                    0.000991
581   Ice/Normal/Water               0.000991
582   Normal/Steel/Water             0.000990
583   Bug/Dark/Electric              0.000990
584   Bug/Dragon/Fire                0.000990
585   Normal/Poison/Psychic          0.000990
586   Flying/Ghost/Ice               0.000989
587   Electric/Ice/Rock              0.000989
588   Fairy/Normal                   0.000988
589   Dark/Flying                    0.000988
590   Dragon/Flying/Rock             0.000988
591   Bug/Fighting/Flying            0.000988
592   Ice/Psychic/Steel              0.000988
593   Ghost/Normal/Psychic           0.000987
594   Dragon/Psychic/Rock            0.000987
595   Bug/Dark/Fairy                 0.000987
596   Bug/Electric/Psychic           0.000986
597   Fairy/Normal/Poison            0.000986
598   Electric/Grass/Poison          0.000986
599   Dragon/Fighting/Ghost          0.000986
600   Dark/Grass/Ground              0.000986
601   Fairy/Normal/Rock              0.000985
602   Electric/Fairy/Grass           0.000985
603   Bug/Psychic/Steel              0.000985
604   Bug/Fighting/Ice               0.000985
605   Dragon/Rock/Steel              0.000985
606   Dark/Fairy/Ice                 0.000984
607   Grass/Poison/Steel             0.000983
608   Electric/Fire/Psychic          0.000983
609   Bug/Flying/Water               0.000983
610   Dark/Flying/Ice                0.000983
611   Grass/Ground                   0.000983
612   Ghost/Normal/Poison            0.000983
613   Bug/Fire/Psychic               0.000982
614   Flying/Ghost/Poison            0.000981
615   Fire/Ice/Poison                0.000981
616   Dark/Psychic/Water             0.000981
617   Fire/Flying/Psychic            0.000981
618   Electric/Fighting/Poison       0.000980
619   Fire/Flying/Ice                0.000979
620   Fighting/Flying/Grass          0.000979
621   Grass/Ground/Psychic           0.000979
622   Dark/Fighting                  0.000979
623   Water                          0.000979
624   Fairy/Ice/Rock                 0.000978
625   Grass/Normal/Water             0.000978
626   Normal/Psychic/Rock            0.000978
627   Electric/Ghost                 0.000978
628   Bug/Fire/Ghost                 0.000978
629   Dark/Dragon/Ground             0.000977
630   Electric/Grass/Steel           0.000977
631   Psychic/Steel                  0.000976
632   Dark/Poison/Rock               0.000976
633   Fire/Flying/Poison             0.000976
634   Dragon/Grass/Water             0.000976
635   Electric/Ghost/Rock            0.000975
636   Fire/Steel                     0.000975
637   Fairy/Flying/Normal            0.000975
638   Ghost/Grass/Ice                0.000974
639   Dark/Dragon/Steel              0.000974
640   Dragon/Ice/Poison              0.000974
641   Dark/Dragon/Poison             0.000974
642   Dark/Psychic/Rock              0.000974
643   Electric/Grass/Ice             0.000974
644   Electric/Normal/Psychic        0.000973
645   Dragon/Fairy/Poison            0.000973
646   Fire/Flying/Normal             0.000973
647   Bug/Fairy/Fighting             0.000973
648   Fairy/Poison/Rock              0.000972
649   Bug/Electric/Ice               0.000972
650   Electric/Ice/Poison            0.000972
651   Bug/Electric/Flying            0.000972
652   Psychic/Rock                   0.000971
653   Fairy/Ice/Psychic              0.000971
654   Ghost/Grass/Poison             0.000971
655   Bug/Dragon/Electric            0.000971
656   Electric/Flying/Grass          0.000971
657   Grass/Normal/Rock              0.000970
658   Bug/Grass/Ground               0.000970
659   Ghost/Grass/Normal             0.000970
660   Dark/Rock/Water                0.000970
661   Fairy/Poison                   0.000970
662   Bug/Steel                      0.000969
663   Normal/Water                   0.000969
664   Flying/Ghost                   0.000969
665   Dragon/Fighting/Psychic        0.000969
666   Dragon/Electric/Fighting       0.000969
667   Fairy/Grass/Poison             0.000969
668   Dark/Water                     0.000969
669   Psychic/Water                  0.000969
670   Bug/Fairy/Psychic              0.000968
671   Dragon/Grass/Rock              0.000968
672   Ice/Poison/Rock                0.000968
673   Fairy/Flying                   0.000968
674   Fire/Flying                    0.000967
675   Dark/Fire/Rock                 0.000966
676   Bug/Electric/Poison            0.000965
677   Dark/Flying/Normal             0.000965
678   Dragon/Fairy/Fighting          0.000965
679   Fighting/Grass/Psychic         0.000965
680   Dragon/Fighting/Flying         0.000964
681   Dark/Ice/Psychic               0.000963
682   Dragon/Fire/Poison             0.000963
683   Ice/Normal/Psychic             0.000963
684   Fairy                          0.000963
685   Dark/Electric/Ice              0.000962
686   Bug/Poison/Steel               0.000961
687   Dark/Ghost/Psychic             0.000961
688   Poison/Psychic/Rock            0.000961
689   Ghost/Poison/Rock              0.000961
690   Electric/Ice/Steel             0.000961
691   Dragon/Ice/Psychic             0.000960
692   Dragon/Electric/Ghost          0.000959
693   Fire/Ice/Normal                0.000959
694   Electric/Psychic/Steel         0.000959
695   Fire/Poison/Psychic            0.000959
696   Flying/Poison/Psychic          0.000958
697   Bug/Dark/Ghost                 0.000958
698   Ghost/Poison/Steel             0.000958
699   Bug/Dark/Fighting              0.000957
700   Bug/Ghost/Normal               0.000957
701   Flying/Normal/Psychic          0.000956
702   Dark/Grass/Rock                0.000956
703   Dragon/Fairy/Ice               0.000956
704   Grass/Psychic/Steel            0.000956
705   Dragon/Ice/Rock                0.000956
706   Flying/Ice/Poison              0.000955
707   Flying/Ice/Psychic             0.000955
708   Fairy/Ice/Poison               0.000954
709   Ice/Psychic                    0.000954
710   Electric/Psychic/Rock          0.000953
711   Dragon/Fairy/Psychic           0.000953
712   Fire/Rock                      0.000953
713   Fire/Ghost/Poison              0.000953
714   Flying/Ghost/Grass             0.000953
715   Bug/Poison/Psychic             0.000952
716   Normal/Rock/Water              0.000952
717   Bug/Fairy/Poison               0.000952
718   Bug/Normal/Steel               0.000952
719   Dragon/Fighting/Poison         0.000951
720   Fire/Ghost/Psychic             0.000951
721   Dark/Dragon/Water              0.000951
722   Electric/Fire                  0.000950
723   Ghost/Psychic/Rock             0.000950
724   Grass/Ice/Poison               0.000949
725   Dragon/Electric/Flying         0.000949
726   Ice/Rock                       0.000949
727   Dark/Electric/Psychic          0.000949
728   Dragon/Flying/Ice              0.000948
729   Bug/Fire/Normal                0.000948
730   Fighting/Normal/Poison         0.000946
731   Dragon/Rock                    0.000946
732   Ice/Rock/Steel                 0.000946
733   Dragon/Ghost/Normal            0.000946
734   Flying/Ice                     0.000946
735   Electric/Fire/Normal           0.000945
736   Fire/Normal                    0.000945
737   Ice/Poison/Steel               0.000945
738   Fire/Normal/Steel              0.000944
739   Bug/Ghost/Poison               0.000944
740   Grass/Poison/Psychic           0.000944
741   Flying/Grass/Ice               0.000943
742   Fairy/Flying/Ice               0.000942
743   Ice/Poison                     0.000942
744   Dark/Ghost/Grass               0.000941
745   Dark/Fire/Normal               0.000941
746   Bug/Fire/Ice                   0.000941
747   Electric/Ice/Normal            0.000940
748   Poison/Psychic/Steel           0.000940
749   Dragon/Grass/Ice               0.000940
750   Grass/Psychic/Water            0.000940
751   Dark/Fighting/Normal           0.000940
752   Fire/Rock/Steel                0.000939
753   Bug/Fire/Grass                 0.000939
754   Fire                           0.000939
755   Ghost/Psychic/Water            0.000939
756   Dragon/Ghost/Poison            0.000939
757   Dark/Grass/Water               0.000938
758   Dark/Electric/Steel            0.000938
759   Normal/Psychic                 0.000938
760   Dark/Flying/Grass              0.000938
761   Dragon/Grass/Ground            0.000937
762   Dark/Steel                     0.000937
763   Fairy/Fighting/Grass           0.000937
764   Dragon/Normal/Steel            0.000937
765   Ghost/Ice/Psychic              0.000936
766   Dragon/Electric/Rock           0.000936
767   Dark/Grass/Steel               0.000936
768   Dark/Fairy/Grass               0.000936
769   Bug/Grass/Water                0.000936
770   Fairy/Ice                      0.000935
771   Dragon/Fairy/Normal            0.000935
772   Dark/Dragon/Fairy              0.000934
773   Grass/Steel                    0.000934
774   Electric/Fire/Steel            0.000934
775   Fighting/Grass/Poison          0.000934
776   Flying/Normal/Poison           0.000933
777   Bug/Fire/Poison                0.000933
778   Bug/Fairy/Normal               0.000933
779   Flying/Ice/Normal              0.000932
780   Fighting/Poison                0.000932
781   Dragon/Poison/Rock             0.000931
782   Ghost/Psychic/Steel            0.000931
783   Dragon/Ice                     0.000931
784   Ice/Normal/Poison              0.000931
785   Ghost/Poison                   0.000931
786   Poison/Psychic                 0.000931
787   Rock/Steel                     0.000930
788   Dragon/Fairy                   0.000930
789   Flying/Normal                  0.000929
790   Fairy/Ice/Normal               0.000929
791   Bug/Dragon/Fairy               0.000928
792   Fire/Normal/Rock               0.000927
793   Bug/Fire                       0.000927
794   Dark/Fighting/Grass            0.000927
795   Dragon/Poison/Psychic          0.000926
796   Bug/Fighting/Poison            0.000925
797   Flying/Poison                  0.000925
798   Electric/Normal                0.000924
799   Flying/Psychic                 0.000924
800   Dark/Electric                  0.000924
801   Flying/Grass/Poison            0.000923
802   Electric/Steel                 0.000922
803   Bug/Dragon/Ghost               0.000922
804   Electric/Psychic               0.000922
805   Electric/Ghost/Poison          0.000922
806   Electric/Poison/Psychic        0.000921
807   Ghost/Grass                    0.000920
808   Bug/Dark/Flying                0.000920
809   Fighting/Normal                0.000920
810   Dark/Ice/Rock                  0.000920
811   Dragon/Electric/Psychic        0.000919
812   Bug/Flying/Ghost               0.000918
813   Dragon/Flying/Ghost            0.000918
814   Bug/Normal/Psychic             0.000918
815   Bug/Dark/Psychic               0.000918
816   Dragon/Fairy/Flying            0.000917
817   Steel                          0.000917
818   Bug/Fighting/Normal            0.000916
819   Dark/Psychic                   0.000916
820   Ice/Steel                      0.000915
821   Bug/Ghost/Ice                  0.000915
822   Grass/Normal/Poison            0.000915
823   Flying                         0.000915
824   Fairy/Grass/Psychic            0.000915
825   Bug/Ghost                      0.000914
826   Ghost                          0.000913
827   Bug/Dragon/Poison              0.000912
828   Fairy/Flying/Grass             0.000912
829   Electric/Fire/Rock             0.000911
830   Fire/Poison/Steel              0.000911
831   Electric/Grass/Normal          0.000910
832   Bug/Fairy                      0.000910
833   Rock                           0.000909
834   Electric                       0.000909
835   Dark/Normal/Water              0.000908
836   Electric/Grass                 0.000907
837   Bug/Ice/Steel                  0.000907
838   Grass/Ice/Steel                0.000906
839   Electric/Rock                  0.000906
840   Dark/Rock/Steel                0.000905
841   Poison/Steel                   0.000904
842   Ice                            0.000904
843   Bug/Fairy/Flying               0.000904
844   Dragon/Ghost                   0.000903
845   Dark/Electric/Rock             0.000903
846   Fire/Normal/Poison             0.000903
847   Fire/Poison/Rock               0.000903
848   Dragon/Electric                0.000903
849   Dark/Normal/Psychic            0.000903
850   Flying/Grass/Psychic           0.000903
851   Grass/Ice/Psychic              0.000903
852   Dragon/Flying/Poison           0.000902
853   Fairy/Grass/Ice                0.000901
854   Dark/Ice/Steel                 0.000901
855   Poison/Rock                    0.000901
856   Electric/Ghost/Psychic         0.000900
857   Fighting                       0.000900
858   Poison/Rock/Steel              0.000899
859   Dark/Rock                      0.000897
860   Dark/Ice                       0.000897
861   Grass/Poison                   0.000897
862   Normal/Poison/Rock             0.000896
863   Flying/Grass/Normal            0.000896
864   Bug/Ice/Psychic                0.000896
865   Bug/Dragon/Psychic             0.000896
866   Fighting/Grass/Normal          0.000895
867   Bug/Dragon/Ice                 0.000895
868   Flying/Ghost/Psychic           0.000894
869   Ghost/Poison/Psychic           0.000894
870   Bug/Fire/Flying                0.000894
871   Normal/Poison/Steel            0.000893
872   Bug/Psychic                    0.000893
873   Fire/Poison                    0.000893
874   Dragon/Fighting/Normal         0.000891
875   Grass/Normal/Steel             0.000891
876   Flying/Grass                   0.000891
877   Dragon/Electric/Normal         0.000890
878   Electric/Grass/Psychic         0.000890
879   Dark/Dragon/Rock               0.000890
880   Dragon/Electric/Poison         0.000889
881   Dark/Electric/Grass            0.000889
882   Bug/Flying/Psychic             0.000888
883   Bug/Dragon/Fighting            0.000888
884   Electric/Rock/Steel            0.000888
885   Bug/Dark/Ice                   0.000887
886   Dark/Dragon/Flying             0.000887
887   Dragon/Grass/Poison            0.000887
888   Dark/Dragon/Ghost              0.000886
889   Electric/Normal/Steel          0.000886
890   Dragon/Fighting                0.000886
891   Fairy/Grass/Normal             0.000886
892   Bug/Fighting                   0.000886
893   Dragon/Normal/Poison           0.000886
894   Dragon/Normal/Rock             0.000885
895   Ice/Normal/Rock                0.000885
896   Dragon/Ghost/Grass             0.000885
897   Bug/Dark/Normal                0.000884
898   Electric/Normal/Poison         0.000884
899   Dragon/Electric/Grass          0.000883
900   Dragon/Poison                  0.000882
901   Bug/Ghost/Psychic              0.000882
902   Grass/Ice                      0.000882
903   Dark/Grass/Ice                 0.000881
904   Dragon/Normal/Psychic          0.000879
905   Dark/Dragon/Fighting           0.000879
906   Bug/Normal/Poison              0.000879
